Name,Type,Access,Lon,Lat,Geometry
N'wamanzi,Get out point,Public,31.667503236244187,-24.017052735248424,POINT (31.667503236244187 -24.017052735248424)
Orpen Dam,Get out point,Public,31.89770069355486,-24.792116124845972,POINT (31.89770069355486 -24.792116124845972)
Rabelais' Hut,Get out point,Public,31.468457594876547,-24.468426691431464,POINT (31.468457594876547 -24.468426691431464)
Stevenson Hamilton,Get out point,Public,31.597658076396606,-25.103987245803008,POINT (31.597658076396606 -25.103987245803008)
Tshanga,Get out point,Public,31.233390896715402,-23.226886937063533,POINT (31.233390896715402 -23.226886937063533)
Longwe,Get out point,Public,31.641982012505625,-23.82577252410974,POINT (31.641982012505625 -23.82577252410974)
Mathekenyane - Granokop,Get out point,Public,31.552431134383955,-25.067125861077756,POINT (31.552431134383955 -25.067125861077756)
Renosterpan,Look out point,Public,31.50812167971648,-25.323720913277228,POINT (31.50812167971648 -25.323720913277228)
Nyamundwa,Look out point,Public,31.333663030468433,-25.024526046528393,POINT (31.333663030468433 -25.024526046528393)
Olifant Drinkgat,Look out point,Public,31.747981925915976,-24.897443592326013,POINT (31.747981925915976 -24.897443592326013)
Baobab Tree,Look out point,Public,31.787697594844534,-24.618589484094862,POINT (31.787697594844534 -24.618589484094862)
Mondzweni,Look out point,Public,31.638425811970247,-24.558964353848054,POINT (31.638425811970247 -24.558964353848054)
Bobbejaankrans,Look out point,Public,31.523347147894572,-24.405110688564896,POINT (31.523347147894572 -24.405110688564896)
Mingerhout,Look out point,Public,31.499144255827247,-23.760852614564843,POINT (31.499144255827247 -23.760852614564843)
Red Rocks,Get out point,Public,31.293729890182828,-23.181067841353787,POINT (31.293729890182828 -23.181067841353787)
Shipirivirhi,Dam,Public,31.375437646957312,-23.110770067627598,POINT (31.375437646957312 -23.110770067627598)
Dzundwini,Look out point,Public,31.15709970959575,-22.76981331790337,POINT (31.15709970959575 -22.76981331790337)
Thulamela,Look out point,Public,31.194861865698197,-22.432472535502136,POINT (31.194861865698197 -22.432472535502136)
Witsand,Dam,Public,30.99422537978498,-22.666602103173453,POINT (30.99422537978498 -22.666602103173453)
Mazanje,Dam,Public,31.194034411613817,-22.56551541540586,POINT (31.194034411613817 -22.56551541540586)
Nwambu,Dam,Public,31.31872747232464,-23.370154291333556,POINT (31.31872747232464 -23.370154291333556)
Olifantsbad Pan,Pan,Public,31.33042628455548,-23.332658969747285,POINT (31.33042628455548 -23.332658969747285)
Matjulu,Look out point,Public,31.436456361706284,-25.40283250384494,POINT (31.436456361706284 -25.40283250384494)
Silwervis,Look out point,Public,31.22165137626085,-23.216155436289707,POINT (31.22165137626085 -23.216155436289707)
Magamba,Dam,Public,31.194229864041066,-22.769095532581503,POINT (31.194229864041066 -22.769095532581503)
Berg-en-Dal,Day visitor,Public,31.45280475205421,-25.445208724686708,POINT (31.45280475205421 -25.445208724686708)
Pretoriuskop,Day visitor,Public,31.258045228768253,-25.15607514035913,POINT (31.258045228768253 -25.15607514035913)
Skukuza,Day visitor,Public,31.598375855393787,-24.992208341278907,POINT (31.598375855393787 -24.992208341278907)
Lower Sabie,Day visitor,Public,31.915255803889647,-25.12034628193006,POINT (31.915255803889647 -25.12034628193006)
Satara,Day visitor,Public,31.7795378796596,-24.391625046275575,POINT (31.7795378796596 -24.391625046275575)
Letaba,Day visitor,Public,31.574951658974257,-23.855258225218403,POINT (31.574951658974257 -23.855258225218403)
Mopani,Day visitor,Public,31.39838504206678,-23.520748867526205,POINT (31.39838504206678 -23.520748867526205)
Shingwedzi,Day visitor,Public,31.43320394250226,-23.10820234829369,POINT (31.43320394250226 -23.10820234829369)
Look out,Get out point,Public,31.568503936855763,-24.407885160529226,POINT (31.568503936855763 -24.407885160529226)
View point,Look out point,Public,31.89441344327222,-24.850085425840998,POINT (31.89441344327222 -24.850085425840998)
Olifants,Get out point,Public,31.77479177795547,-23.98192000373445,POINT (31.77479177795547 -23.98192000373445)
Makhadzi,Picnic spot,Public,31.62125804945483,-23.690705301672942,POINT (31.62125804945483 -23.690705301672942)
Punda Maria EE Centre,Picnic spot,Public,31.013220023348676,-22.73441921843412,POINT (31.013220023348676 -22.73441921843412)
Afsaal,Borehole,Public,31.53319,-25.28517,POINT (31.53319 -25.28517)
Ampie,Borehole,Public,31.52741,-25.35544,POINT (31.52741 -25.35544)
Babalala,Borehole,Public,31.24928,-22.90582,POINT (31.24928 -22.90582)
Balule,Borehole,Public,31.73373,-24.05454,POINT (31.73373 -24.05454)
