startTime,endTime,spawningIntervalInMinutes,spawningAmount,gateName,workDuration,source,destination
6:00,8:00,20,5,Phabeni Gate,120,POINT (31.240647 -25.02469),"MULTIPOINT (31.28163172149577 -25.0153934)"
