startTime,endTime,spawningIntervalInMinutes,spawningAmount,sourceName,sourceType,sourceGeometry
6:00,6:15,15,3,Berg-en-Dal,Rest camp,
6:00,6:15,15,3,Pretoriuskop,Rest camp,
9:00,9:15,15,3,Berg-en-Dal,Rest camp,
9:00,9:15,15,3,Pretoriuskop,Rest camp,
