hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
10:00 - 10:59,,815,688,127,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,10:00,10:59
16:00 - 16:59,,197,135,62,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,14,11,3,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,17:00,17:59
05:00 - 05:59,,1324,1190,134,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,2653,2332,321,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,1991,1757,234,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,1342,1162,180,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,1098,980,118,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,09:00,09:59
11:00 - 11:59,,420,324,96,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,332,259,73,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,212,158,54,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,314,262,52,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,237,180,57,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,15:00,15:59
18:00 - 18:59,,37,9,28,2019-12-29,2020-01-04,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,102,100,2,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,65,65,0,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,110,86,24,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,155,110,45,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,143,93,50,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,189,78,111,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,136,58,78,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,45,26,19,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,15:00,15:59
16:00 - 16:59,,23,12,11,2019-12-29,2020-01-04,GIRIYONDO BORDER GATE,16:00,16:59
05:00 - 05:59,,651,642,9,2019-12-29,2020-01-04,KRUGER GATE,05:00,05:59
06:00 - 06:59,,1207,1177,30,2019-12-29,2020-01-04,KRUGER GATE,06:00,06:59
07:00 - 07:59,,415,394,21,2019-12-29,2020-01-04,KRUGER GATE,07:00,07:59
08:00 - 08:59,,553,525,28,2019-12-29,2020-01-04,KRUGER GATE,08:00,08:59
09:00 - 09:59,,726,694,32,2019-12-29,2020-01-04,KRUGER GATE,09:00,09:59
10:00 - 10:59,,672,613,59,2019-12-29,2020-01-04,KRUGER GATE,10:00,10:59
11:00 - 11:59,,755,709,46,2019-12-29,2020-01-04,KRUGER GATE,11:00,11:59
12:00 - 12:59,,624,561,63,2019-12-29,2020-01-04,KRUGER GATE,12:00,12:59
13:00 - 13:59,,533,475,58,2019-12-29,2020-01-04,KRUGER GATE,13:00,13:59
14:00 - 14:59,,406,342,64,2019-12-29,2020-01-04,KRUGER GATE,14:00,14:59
15:00 - 15:59,,329,228,101,2019-12-29,2020-01-04,KRUGER GATE,15:00,15:59
16:00 - 16:59,,141,97,44,2019-12-29,2020-01-04,KRUGER GATE,16:00,16:59
17:00 - 17:59,,135,73,62,2019-12-29,2020-01-04,KRUGER GATE,17:00,17:59
18:00 - 18:59,,55,19,36,2019-12-29,2020-01-04,KRUGER GATE,18:00,18:59
05:00 - 05:59,,824,468,356,2019-12-29,2020-01-04,MALELANE GATE,05:00,05:59
06:00 - 06:59,,1530,1075,455,2019-12-29,2020-01-04,MALELANE GATE,06:00,06:59
07:00 - 07:59,,1429,1062,367,2019-12-29,2020-01-04,MALELANE GATE,07:00,07:59
08:00 - 08:59,,901,685,216,2019-12-29,2020-01-04,MALELANE GATE,08:00,08:59
09:00 - 09:59,,803,630,173,2019-12-29,2020-01-04,MALELANE GATE,09:00,09:59
10:00 - 10:59,,731,552,179,2019-12-29,2020-01-04,MALELANE GATE,10:00,10:59
11:00 - 11:59,,579,391,188,2019-12-29,2020-01-04,MALELANE GATE,11:00,11:59
12:00 - 12:59,,589,342,247,2019-12-29,2020-01-04,MALELANE GATE,12:00,12:59
13:00 - 13:59,,377,217,160,2019-12-29,2020-01-04,MALELANE GATE,13:00,13:59
