hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
05:00 - 05:59,,315,299,16,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1615,1535,80,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,949,847,102,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,851,785,66,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,817,747,70,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,612,540,72,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,412,325,87,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,291,237,54,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,255,155,100,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,252,197,55,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,132,68,64,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,37,13,24,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,36,6,30,2018-07-22,2018-07-28,CROCODILE BRIDGE GATE,17:00,17:59
08:00 - 08:59,,2,2,0,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,7,7,0,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,17,15,2,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,13,11,2,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,36,10,26,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,22,22,0,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,34,34,0,2018-07-22,2018-07-28,GIRIYONDO BORDER GATE,14:00,14:59
05:00 - 05:59,,101,101,0,2018-07-22,2018-07-28,KRUGER GATE,05:00,05:59
06:00 - 06:59,,677,641,36,2018-07-22,2018-07-28,KRUGER GATE,06:00,06:59
07:00 - 07:59,,380,364,16,2018-07-22,2018-07-28,KRUGER GATE,07:00,07:59
