hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
05:00 - 05:59,,1011,919,92,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,978,869,109,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,516,467,49,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,520,484,36,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,387,344,43,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,298,251,47,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,238,202,36,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,148,102,46,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,154,68,86,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,123,89,34,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,191,156,35,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,115,51,64,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,20,0,20,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,7,0,7,2020-02-02,2020-02-08,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,11,11,0,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,6,6,0,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,3,3,0,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,10,6,4,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,6,4,2,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,7,4,3,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,13:00,13:59
15:00 - 15:59,,4,2,2,2020-02-02,2020-02-08,GIRIYONDO BORDER GATE,15:00,15:59
