hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
05:00 - 05:59,,412,383,29,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,595,562,33,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,364,350,14,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,318,313,5,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,304,278,26,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,219,184,35,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,124,112,12,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,76,67,9,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,70,49,21,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,98,74,24,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,108,89,19,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,57,53,4,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,3,2,1,2020-03-22,2020-03-28,CROCODILE BRIDGE GATE,17:00,17:59
05:00 - 05:59,,96,96,0,2020-03-22,2020-03-28,KRUGER GATE,05:00,05:59
06:00 - 06:59,,124,118,6,2020-03-22,2020-03-28,KRUGER GATE,06:00,06:59
07:00 - 07:59,,122,104,18,2020-03-22,2020-03-28,KRUGER GATE,07:00,07:59
08:00 - 08:59,,154,149,5,2020-03-22,2020-03-28,KRUGER GATE,08:00,08:59
09:00 - 09:59,,124,120,4,2020-03-22,2020-03-28,KRUGER GATE,09:00,09:59
10:00 - 10:59,,125,109,16,2020-03-22,2020-03-28,KRUGER GATE,10:00,10:59
11:00 - 11:59,,107,103,4,2020-03-22,2020-03-28,KRUGER GATE,11:00,11:59
12:00 - 12:59,,74,68,6,2020-03-22,2020-03-28,KRUGER GATE,12:00,12:59
13:00 - 13:59,,98,81,17,2020-03-22,2020-03-28,KRUGER GATE,13:00,13:59
14:00 - 14:59,,82,73,9,2020-03-22,2020-03-28,KRUGER GATE,14:00,14:59
15:00 - 15:59,,77,75,2,2020-03-22,2020-03-28,KRUGER GATE,15:00,15:59
16:00 - 16:59,,61,51,10,2020-03-22,2020-03-28,KRUGER GATE,16:00,16:59
17:00 - 17:59,,41,27,14,2020-03-22,2020-03-28,KRUGER GATE,17:00,17:59
05:00 - 05:59,,103,68,35,2020-03-22,2020-03-28,MALELANE GATE,05:00,05:59
06:00 - 06:59,,241,205,36,2020-03-22,2020-03-28,MALELANE GATE,06:00,06:59
07:00 - 07:59,,119,95,24,2020-03-22,2020-03-28,MALELANE GATE,07:00,07:59
08:00 - 08:59,,160,114,46,2020-03-22,2020-03-28,MALELANE GATE,08:00,08:59
09:00 - 09:59,,135,70,65,2020-03-22,2020-03-28,MALELANE GATE,09:00,09:59
10:00 - 10:59,,103,63,40,2020-03-22,2020-03-28,MALELANE GATE,10:00,10:59
11:00 - 11:59,,195,95,100,2020-03-22,2020-03-28,MALELANE GATE,11:00,11:59
12:00 - 12:59,,93,44,49,2020-03-22,2020-03-28,MALELANE GATE,12:00,12:59
13:00 - 13:59,,115,42,73,2020-03-22,2020-03-28,MALELANE GATE,13:00,13:59
14:00 - 14:59,,72,47,25,2020-03-22,2020-03-28,MALELANE GATE,14:00,14:59
15:00 - 15:59,,88,64,24,2020-03-22,2020-03-28,MALELANE GATE,15:00,15:59
16:00 - 16:59,,8,1,7,2020-03-22,2020-03-28,MALELANE GATE,16:00,16:59
17:00 - 17:59,,7,2,5,2020-03-22,2020-03-28,MALELANE GATE,17:00,17:59
08:00 - 08:59,,56,24,32,2020-03-22,2020-03-28,NUMBI GATE,08:00,08:59
09:00 - 09:59,,54,54,0,2020-03-22,2020-03-28,NUMBI GATE,09:00,09:59
10:00 - 10:59,,42,42,0,2020-03-22,2020-03-28,NUMBI GATE,10:00,10:59
11:00 - 11:59,,103,103,0,2020-03-22,2020-03-28,NUMBI GATE,11:00,11:59
12:00 - 12:59,,79,79,0,2020-03-22,2020-03-28,NUMBI GATE,12:00,12:59
13:00 - 13:59,,131,131,0,2020-03-22,2020-03-28,NUMBI GATE,13:00,13:59
14:00 - 14:59,,14,14,0,2020-03-22,2020-03-28,NUMBI GATE,14:00,14:59
15:00 - 15:59,,14,14,0,2020-03-22,2020-03-28,NUMBI GATE,15:00,15:59
17:00 - 17:59,,5,5,0,2020-03-22,2020-03-28,NUMBI GATE,17:00,17:59
05:00 - 05:59,,24,17,7,2020-03-22,2020-03-28,ORPEN GATE,05:00,05:59
06:00 - 06:59,,106,89,17,2020-03-22,2020-03-28,ORPEN GATE,06:00,06:59
07:00 - 07:59,,109,84,25,2020-03-22,2020-03-28,ORPEN GATE,07:00,07:59
08:00 - 08:59,,136,119,17,2020-03-22,2020-03-28,ORPEN GATE,08:00,08:59
09:00 - 09:59,,93,73,20,2020-03-22,2020-03-28,ORPEN GATE,09:00,09:59
10:00 - 10:59,,70,25,45,2020-03-22,2020-03-28,ORPEN GATE,10:00,10:59
11:00 - 11:59,,88,45,43,2020-03-22,2020-03-28,ORPEN GATE,11:00,11:59
12:00 - 12:59,,45,4,41,2020-03-22,2020-03-28,ORPEN GATE,12:00,12:59
13:00 - 13:59,,26,3,23,2020-03-22,2020-03-28,ORPEN GATE,13:00,13:59
14:00 - 14:59,,36,20,16,2020-03-22,2020-03-28,ORPEN GATE,14:00,14:59
15:00 - 15:59,,25,13,12,2020-03-22,2020-03-28,ORPEN GATE,15:00,15:59
16:00 - 16:59,,18,6,12,2020-03-22,2020-03-28,ORPEN GATE,16:00,16:59
17:00 - 17:59,,6,3,3,2020-03-22,2020-03-28,ORPEN GATE,17:00,17:59
06:00 - 06:59,,19,15,4,2020-03-22,2020-03-28,PAFURI GATE,06:00,06:59
07:00 - 07:59,,3,0,3,2020-03-22,2020-03-28,PAFURI GATE,07:00,07:59
08:00 - 08:59,,11,7,4,2020-03-22,2020-03-28,PAFURI GATE,08:00,08:59
09:00 - 09:59,,4,4,0,2020-03-22,2020-03-28,PAFURI GATE,09:00,09:59
