hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
11:00 - 11:59,,464,394,70,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,11:00,11:59
05:00 - 05:59,,476,476,0,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1919,1711,208,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,1160,1060,100,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,1075,981,94,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,890,814,76,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,766,649,117,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,10:00,10:59
12:00 - 12:59,,412,261,151,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,267,198,69,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,249,183,66,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,189,150,39,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,124,62,62,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,24,7,17,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,4,0,4,2019-08-18,2019-08-24,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,4,4,0,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,9,7,2,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,19,15,4,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,11,5,6,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,29,11,18,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,57,27,30,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,38,25,13,2019-08-18,2019-08-24,GIRIYONDO BORDER GATE,14:00,14:59
05:00 - 05:59,,193,177,16,2019-08-18,2019-08-24,KRUGER GATE,05:00,05:59
06:00 - 06:59,,1193,1142,51,2019-08-18,2019-08-24,KRUGER GATE,06:00,06:59
07:00 - 07:59,,559,521,38,2019-08-18,2019-08-24,KRUGER GATE,07:00,07:59
08:00 - 08:59,,462,402,60,2019-08-18,2019-08-24,KRUGER GATE,08:00,08:59
09:00 - 09:59,,611,560,51,2019-08-18,2019-08-24,KRUGER GATE,09:00,09:59
10:00 - 10:59,,844,766,78,2019-08-18,2019-08-24,KRUGER GATE,10:00,10:59
11:00 - 11:59,,863,795,68,2019-08-18,2019-08-24,KRUGER GATE,11:00,11:59
12:00 - 12:59,,348,284,64,2019-08-18,2019-08-24,KRUGER GATE,12:00,12:59
13:00 - 13:59,,438,361,77,2019-08-18,2019-08-24,KRUGER GATE,13:00,13:59
14:00 - 14:59,,200,135,65,2019-08-18,2019-08-24,KRUGER GATE,14:00,14:59
15:00 - 15:59,,256,190,66,2019-08-18,2019-08-24,KRUGER GATE,15:00,15:59
16:00 - 16:59,,202,71,131,2019-08-18,2019-08-24,KRUGER GATE,16:00,16:59
17:00 - 17:59,,46,24,22,2019-08-18,2019-08-24,KRUGER GATE,17:00,17:59
18:00 - 18:59,,2,2,0,2019-08-18,2019-08-24,KRUGER GATE,18:00,18:59
05:00 - 05:59,,323,140,183,2019-08-18,2019-08-24,MALELANE GATE,05:00,05:59
06:00 - 06:59,,715,462,253,2019-08-18,2019-08-24,MALELANE GATE,06:00,06:59
07:00 - 07:59,,441,373,68,2019-08-18,2019-08-24,MALELANE GATE,07:00,07:59
08:00 - 08:59,,424,339,85,2019-08-18,2019-08-24,MALELANE GATE,08:00,08:59
09:00 - 09:59,,843,670,173,2019-08-18,2019-08-24,MALELANE GATE,09:00,09:59
10:00 - 10:59,,634,426,208,2019-08-18,2019-08-24,MALELANE GATE,10:00,10:59
11:00 - 11:59,,817,588,229,2019-08-18,2019-08-24,MALELANE GATE,11:00,11:59
12:00 - 12:59,,565,306,259,2019-08-18,2019-08-24,MALELANE GATE,12:00,12:59
13:00 - 13:59,,423,195,228,2019-08-18,2019-08-24,MALELANE GATE,13:00,13:59
14:00 - 14:59,,346,147,199,2019-08-18,2019-08-24,MALELANE GATE,14:00,14:59
15:00 - 15:59,,289,101,188,2019-08-18,2019-08-24,MALELANE GATE,15:00,15:59
16:00 - 16:59,,169,45,124,2019-08-18,2019-08-24,MALELANE GATE,16:00,16:59
17:00 - 17:59,,39,7,32,2019-08-18,2019-08-24,MALELANE GATE,17:00,17:59
05:00 - 05:59,,649,649,0,2019-08-18,2019-08-24,NUMBI GATE,05:00,05:59
06:00 - 06:59,,968,960,8,2019-08-18,2019-08-24,NUMBI GATE,06:00,06:59
07:00 - 07:59,,267,258,9,2019-08-18,2019-08-24,NUMBI GATE,07:00,07:59
08:00 - 08:59,,270,254,16,2019-08-18,2019-08-24,NUMBI GATE,08:00,08:59
09:00 - 09:59,,378,337,41,2019-08-18,2019-08-24,NUMBI GATE,09:00,09:59
10:00 - 10:59,,385,353,32,2019-08-18,2019-08-24,NUMBI GATE,10:00,10:59
11:00 - 11:59,,269,224,45,2019-08-18,2019-08-24,NUMBI GATE,11:00,11:59
12:00 - 12:59,,196,115,81,2019-08-18,2019-08-24,NUMBI GATE,12:00,12:59
13:00 - 13:59,,246,142,104,2019-08-18,2019-08-24,NUMBI GATE,13:00,13:59
14:00 - 14:59,,174,52,122,2019-08-18,2019-08-24,NUMBI GATE,14:00,14:59
15:00 - 15:59,,136,37,99,2019-08-18,2019-08-24,NUMBI GATE,15:00,15:59
16:00 - 16:59,,125,13,112,2019-08-18,2019-08-24,NUMBI GATE,16:00,16:59
17:00 - 17:59,,38,2,36,2019-08-18,2019-08-24,NUMBI GATE,17:00,17:59
06:00 - 06:59,,609,568,41,2019-08-18,2019-08-24,ORPEN GATE,06:00,06:59
07:00 - 07:59,,549,499,50,2019-08-18,2019-08-24,ORPEN GATE,07:00,07:59
08:00 - 08:59,,571,524,47,2019-08-18,2019-08-24,ORPEN GATE,08:00,08:59
09:00 - 09:59,,827,756,71,2019-08-18,2019-08-24,ORPEN GATE,09:00,09:59
10:00 - 10:59,,439,323,116,2019-08-18,2019-08-24,ORPEN GATE,10:00,10:59
11:00 - 11:59,,678,517,161,2019-08-18,2019-08-24,ORPEN GATE,11:00,11:59
12:00 - 12:59,,426,282,144,2019-08-18,2019-08-24,ORPEN GATE,12:00,12:59
13:00 - 13:59,,158,52,106,2019-08-18,2019-08-24,ORPEN GATE,13:00,13:59
14:00 - 14:59,,113,61,52,2019-08-18,2019-08-24,ORPEN GATE,14:00,14:59
15:00 - 15:59,,77,15,62,2019-08-18,2019-08-24,ORPEN GATE,15:00,15:59
