hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
07:00 - 07:59,,2214,2150,64,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,1132,1045,87,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,1105,1036,69,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,986,869,117,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,843,777,66,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,746,644,102,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,12:00,12:59
14:00 - 14:59,,403,360,43,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,286,246,40,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,15:00,15:59
05:00 - 05:59,,173,173,0,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,2314,2167,147,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,06:00,06:59
13:00 - 13:59,,406,286,120,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,13:00,13:59
16:00 - 16:59,,166,127,39,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,49,28,21,2018-06-24,2018-06-30,CROCODILE BRIDGE GATE,17:00,17:59
08:00 - 08:59,,11,9,2,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,8,4,4,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,8,8,0,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,33,29,4,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,42,38,4,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,20,16,4,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,23,17,6,2018-06-24,2018-06-30,GIRIYONDO BORDER GATE,14:00,14:59
05:00 - 05:59,,124,124,0,2018-06-24,2018-06-30,KRUGER GATE,05:00,05:59
06:00 - 06:59,,849,830,19,2018-06-24,2018-06-30,KRUGER GATE,06:00,06:59
07:00 - 07:59,,805,767,38,2018-06-24,2018-06-30,KRUGER GATE,07:00,07:59
08:00 - 08:59,,615,561,54,2018-06-24,2018-06-30,KRUGER GATE,08:00,08:59
09:00 - 09:59,,665,627,38,2018-06-24,2018-06-30,KRUGER GATE,09:00,09:59
10:00 - 10:59,,490,464,26,2018-06-24,2018-06-30,KRUGER GATE,10:00,10:59
11:00 - 11:59,,555,523,32,2018-06-24,2018-06-30,KRUGER GATE,11:00,11:59
12:00 - 12:59,,486,448,38,2018-06-24,2018-06-30,KRUGER GATE,12:00,12:59
13:00 - 13:59,,440,378,62,2018-06-24,2018-06-30,KRUGER GATE,13:00,13:59
14:00 - 14:59,,299,266,33,2018-06-24,2018-06-30,KRUGER GATE,14:00,14:59
15:00 - 15:59,,293,231,62,2018-06-24,2018-06-30,KRUGER GATE,15:00,15:59
16:00 - 16:59,,240,196,44,2018-06-24,2018-06-30,KRUGER GATE,16:00,16:59
17:00 - 17:59,,82,67,15,2018-06-24,2018-06-30,KRUGER GATE,17:00,17:59
05:00 - 05:59,,278,33,245,2018-06-24,2018-06-30,MALELANE GATE,05:00,05:59
06:00 - 06:59,,1012,772,240,2018-06-24,2018-06-30,MALELANE GATE,06:00,06:59
07:00 - 07:59,,844,614,230,2018-06-24,2018-06-30,MALELANE GATE,07:00,07:59
08:00 - 08:59,,691,544,147,2018-06-24,2018-06-30,MALELANE GATE,08:00,08:59
09:00 - 09:59,,837,657,180,2018-06-24,2018-06-30,MALELANE GATE,09:00,09:59
