hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
05:00 - 05:59,,710,658,52,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1077,1018,59,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,502,477,25,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,539,516,23,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,447,388,59,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,462,393,69,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,495,424,71,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,369,281,88,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,260,212,48,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,228,167,61,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,182,122,60,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,194,119,75,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,76,34,42,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,10,0,10,2019-12-01,2019-12-07,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,19,19,0,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,12,12,0,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,13,11,2,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,15,15,0,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,18,18,0,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,7,5,2,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,12,8,4,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,11,11,0,2019-12-01,2019-12-07,GIRIYONDO BORDER GATE,15:00,15:59
05:00 - 05:59,,240,236,4,2019-12-01,2019-12-07,KRUGER GATE,05:00,05:59
06:00 - 06:59,,306,300,6,2019-12-01,2019-12-07,KRUGER GATE,06:00,06:59
07:00 - 07:59,,174,172,2,2019-12-01,2019-12-07,KRUGER GATE,07:00,07:59
