hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
16:00 - 16:59,,46,19,27,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,16:00,16:59
05:00 - 05:59,,282,278,4,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1514,1349,165,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,898,834,64,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,825,735,90,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,677,601,76,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,627,560,67,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,361,290,71,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,228,184,44,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,232,160,72,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,236,145,91,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,153,113,40,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,15:00,15:59
17:00 - 17:59,,19,8,11,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,7,0,7,2019-09-01,2019-09-07,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,10,8,2,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,19,19,0,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,18,14,4,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,25,14,11,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,9,2,7,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,9,9,0,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,19,17,2,2019-09-01,2019-09-07,GIRIYONDO BORDER GATE,14:00,14:59
05:00 - 05:59,,119,119,0,2019-09-01,2019-09-07,KRUGER GATE,05:00,05:59
06:00 - 06:59,,546,532,14,2019-09-01,2019-09-07,KRUGER GATE,06:00,06:59
07:00 - 07:59,,336,330,6,2019-09-01,2019-09-07,KRUGER GATE,07:00,07:59
08:00 - 08:59,,507,468,39,2019-09-01,2019-09-07,KRUGER GATE,08:00,08:59
09:00 - 09:59,,521,484,37,2019-09-01,2019-09-07,KRUGER GATE,09:00,09:59
10:00 - 10:59,,584,510,74,2019-09-01,2019-09-07,KRUGER GATE,10:00,10:59
11:00 - 11:59,,494,427,67,2019-09-01,2019-09-07,KRUGER GATE,11:00,11:59
12:00 - 12:59,,402,352,50,2019-09-01,2019-09-07,KRUGER GATE,12:00,12:59
13:00 - 13:59,,195,161,34,2019-09-01,2019-09-07,KRUGER GATE,13:00,13:59
14:00 - 14:59,,140,75,65,2019-09-01,2019-09-07,KRUGER GATE,14:00,14:59
15:00 - 15:59,,99,78,21,2019-09-01,2019-09-07,KRUGER GATE,15:00,15:59
16:00 - 16:59,,106,55,51,2019-09-01,2019-09-07,KRUGER GATE,16:00,16:59
17:00 - 17:59,,50,18,32,2019-09-01,2019-09-07,KRUGER GATE,17:00,17:59
05:00 - 05:59,,195,85,110,2019-09-01,2019-09-07,MALELANE GATE,05:00,05:59
06:00 - 06:59,,709,463,246,2019-09-01,2019-09-07,MALELANE GATE,06:00,06:59
07:00 - 07:59,,373,290,83,2019-09-01,2019-09-07,MALELANE GATE,07:00,07:59
08:00 - 08:59,,686,544,142,2019-09-01,2019-09-07,MALELANE GATE,08:00,08:59
09:00 - 09:59,,904,791,113,2019-09-01,2019-09-07,MALELANE GATE,09:00,09:59
10:00 - 10:59,,1080,950,130,2019-09-01,2019-09-07,MALELANE GATE,10:00,10:59
11:00 - 11:59,,601,392,209,2019-09-01,2019-09-07,MALELANE GATE,11:00,11:59
12:00 - 12:59,,397,233,164,2019-09-01,2019-09-07,MALELANE GATE,12:00,12:59
13:00 - 13:59,,405,217,188,2019-09-01,2019-09-07,MALELANE GATE,13:00,13:59
14:00 - 14:59,,355,119,236,2019-09-01,2019-09-07,MALELANE GATE,14:00,14:59
15:00 - 15:59,,229,82,147,2019-09-01,2019-09-07,MALELANE GATE,15:00,15:59
16:00 - 16:59,,107,27,80,2019-09-01,2019-09-07,MALELANE GATE,16:00,16:59
17:00 - 17:59,,28,5,23,2019-09-01,2019-09-07,MALELANE GATE,17:00,17:59
05:00 - 05:59,,456,456,0,2019-09-01,2019-09-07,NUMBI GATE,05:00,05:59
06:00 - 06:59,,519,506,13,2019-09-01,2019-09-07,NUMBI GATE,06:00,06:59
07:00 - 07:59,,360,352,8,2019-09-01,2019-09-07,NUMBI GATE,07:00,07:59
08:00 - 08:59,,194,178,16,2019-09-01,2019-09-07,NUMBI GATE,08:00,08:59
09:00 - 09:59,,298,278,20,2019-09-01,2019-09-07,NUMBI GATE,09:00,09:59
10:00 - 10:59,,266,230,36,2019-09-01,2019-09-07,NUMBI GATE,10:00,10:59
11:00 - 11:59,,268,224,44,2019-09-01,2019-09-07,NUMBI GATE,11:00,11:59
12:00 - 12:59,,95,53,42,2019-09-01,2019-09-07,NUMBI GATE,12:00,12:59
13:00 - 13:59,,238,139,99,2019-09-01,2019-09-07,NUMBI GATE,13:00,13:59
14:00 - 14:59,,113,65,48,2019-09-01,2019-09-07,NUMBI GATE,14:00,14:59
15:00 - 15:59,,191,56,135,2019-09-01,2019-09-07,NUMBI GATE,15:00,15:59
16:00 - 16:59,,109,29,80,2019-09-01,2019-09-07,NUMBI GATE,16:00,16:59
17:00 - 17:59,,21,0,21,2019-09-01,2019-09-07,NUMBI GATE,17:00,17:59
06:00 - 06:59,,475,417,58,2019-09-01,2019-09-07,ORPEN GATE,06:00,06:59
07:00 - 07:59,,343,298,45,2019-09-01,2019-09-07,ORPEN GATE,07:00,07:59
08:00 - 08:59,,683,623,60,2019-09-01,2019-09-07,ORPEN GATE,08:00,08:59
09:00 - 09:59,,766,687,79,2019-09-01,2019-09-07,ORPEN GATE,09:00,09:59
10:00 - 10:59,,427,337,90,2019-09-01,2019-09-07,ORPEN GATE,10:00,10:59
11:00 - 11:59,,275,191,84,2019-09-01,2019-09-07,ORPEN GATE,11:00,11:59
12:00 - 12:59,,229,100,129,2019-09-01,2019-09-07,ORPEN GATE,12:00,12:59
13:00 - 13:59,,164,36,128,2019-09-01,2019-09-07,ORPEN GATE,13:00,13:59
