hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
07:00 - 07:59,,656,597,59,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,07:00,07:59
05:00 - 05:59,,944,843,101,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1141,1042,99,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,06:00,06:59
08:00 - 08:59,,589,520,69,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,706,659,47,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,376,314,62,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,324,254,70,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,318,238,80,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,293,147,146,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,156,93,63,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,171,115,56,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,52,30,22,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,20,7,13,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,9,6,3,2018-10-28,2018-11-03,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,15,15,0,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,9,9,0,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,17,17,0,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,14,10,4,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,25,13,12,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,21,19,2,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,20,13,7,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,31,27,4,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,15:00,15:59
16:00 - 16:59,,22,22,0,2018-10-28,2018-11-03,GIRIYONDO BORDER GATE,16:00,16:59
05:00 - 05:59,,636,622,14,2018-10-28,2018-11-03,KRUGER GATE,05:00,05:59
06:00 - 06:59,,538,521,17,2018-10-28,2018-11-03,KRUGER GATE,06:00,06:59
07:00 - 07:59,,317,284,33,2018-10-28,2018-11-03,KRUGER GATE,07:00,07:59
08:00 - 08:59,,541,518,23,2018-10-28,2018-11-03,KRUGER GATE,08:00,08:59
09:00 - 09:59,,339,318,21,2018-10-28,2018-11-03,KRUGER GATE,09:00,09:59
10:00 - 10:59,,412,351,61,2018-10-28,2018-11-03,KRUGER GATE,10:00,10:59
11:00 - 11:59,,343,313,30,2018-10-28,2018-11-03,KRUGER GATE,11:00,11:59
12:00 - 12:59,,437,374,63,2018-10-28,2018-11-03,KRUGER GATE,12:00,12:59
13:00 - 13:59,,360,302,58,2018-10-28,2018-11-03,KRUGER GATE,13:00,13:59
14:00 - 14:59,,298,215,83,2018-10-28,2018-11-03,KRUGER GATE,14:00,14:59
15:00 - 15:59,,241,153,88,2018-10-28,2018-11-03,KRUGER GATE,15:00,15:59
16:00 - 16:59,,188,72,116,2018-10-28,2018-11-03,KRUGER GATE,16:00,16:59
