hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
10:00 - 10:59,,498,430,68,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,10:00,10:59
05:00 - 05:59,,1006,916,90,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,943,854,89,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,603,533,70,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,449,425,24,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,509,467,42,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,09:00,09:59
11:00 - 11:59,,305,190,115,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,157,121,36,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,141,88,53,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,117,77,40,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,121,89,32,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,162,98,64,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,63,27,36,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,26,0,26,2018-11-04,2018-11-10,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,14,12,2,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,21,21,0,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,5,5,0,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,15,15,0,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,30,19,11,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,15,13,2,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,11,11,0,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,18,16,2,2018-11-04,2018-11-10,GIRIYONDO BORDER GATE,15:00,15:59
05:00 - 05:59,,640,634,6,2018-11-04,2018-11-10,KRUGER GATE,05:00,05:59
06:00 - 06:59,,419,407,12,2018-11-04,2018-11-10,KRUGER GATE,06:00,06:59
07:00 - 07:59,,289,256,33,2018-11-04,2018-11-10,KRUGER GATE,07:00,07:59
08:00 - 08:59,,491,473,18,2018-11-04,2018-11-10,KRUGER GATE,08:00,08:59
09:00 - 09:59,,430,399,31,2018-11-04,2018-11-10,KRUGER GATE,09:00,09:59
10:00 - 10:59,,316,285,31,2018-11-04,2018-11-10,KRUGER GATE,10:00,10:59
11:00 - 11:59,,414,351,63,2018-11-04,2018-11-10,KRUGER GATE,11:00,11:59
12:00 - 12:59,,310,252,58,2018-11-04,2018-11-10,KRUGER GATE,12:00,12:59
13:00 - 13:59,,290,234,56,2018-11-04,2018-11-10,KRUGER GATE,13:00,13:59
14:00 - 14:59,,254,193,61,2018-11-04,2018-11-10,KRUGER GATE,14:00,14:59
15:00 - 15:59,,199,122,77,2018-11-04,2018-11-10,KRUGER GATE,15:00,15:59
