hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
09:00 - 09:59,,593,530,63,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,534,464,70,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,10:00,10:59
14:00 - 14:59,,163,95,68,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,14:00,14:59
05:00 - 05:59,,1047,995,52,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1104,940,164,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,703,634,69,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,685,647,38,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,08:00,08:59
11:00 - 11:59,,358,273,85,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,246,143,103,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,150,96,54,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,13:00,13:59
15:00 - 15:59,,186,129,57,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,96,36,60,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,38,2,36,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,2,0,2,2019-10-06,2019-10-12,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,5,5,0,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,24,20,4,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,26,18,8,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,24,24,0,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,15,15,0,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,23,16,7,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,7,5,2,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,25,11,14,2019-10-06,2019-10-12,GIRIYONDO BORDER GATE,15:00,15:59
05:00 - 05:59,,501,488,13,2019-10-06,2019-10-12,KRUGER GATE,05:00,05:59
06:00 - 06:59,,643,627,16,2019-10-06,2019-10-12,KRUGER GATE,06:00,06:59
07:00 - 07:59,,256,224,32,2019-10-06,2019-10-12,KRUGER GATE,07:00,07:59
08:00 - 08:59,,418,374,44,2019-10-06,2019-10-12,KRUGER GATE,08:00,08:59
09:00 - 09:59,,823,775,48,2019-10-06,2019-10-12,KRUGER GATE,09:00,09:59
10:00 - 10:59,,656,581,75,2019-10-06,2019-10-12,KRUGER GATE,10:00,10:59
11:00 - 11:59,,417,350,67,2019-10-06,2019-10-12,KRUGER GATE,11:00,11:59
12:00 - 12:59,,366,329,37,2019-10-06,2019-10-12,KRUGER GATE,12:00,12:59
13:00 - 13:59,,284,188,96,2019-10-06,2019-10-12,KRUGER GATE,13:00,13:59
14:00 - 14:59,,247,164,83,2019-10-06,2019-10-12,KRUGER GATE,14:00,14:59
15:00 - 15:59,,137,89,48,2019-10-06,2019-10-12,KRUGER GATE,15:00,15:59
16:00 - 16:59,,142,61,81,2019-10-06,2019-10-12,KRUGER GATE,16:00,16:59
17:00 - 17:59,,92,38,54,2019-10-06,2019-10-12,KRUGER GATE,17:00,17:59
05:00 - 05:59,,585,222,363,2019-10-06,2019-10-12,MALELANE GATE,05:00,05:59
06:00 - 06:59,,665,273,392,2019-10-06,2019-10-12,MALELANE GATE,06:00,06:59
07:00 - 07:59,,209,165,44,2019-10-06,2019-10-12,MALELANE GATE,07:00,07:59
08:00 - 08:59,,349,274,75,2019-10-06,2019-10-12,MALELANE GATE,08:00,08:59
09:00 - 09:59,,547,352,195,2019-10-06,2019-10-12,MALELANE GATE,09:00,09:59
10:00 - 10:59,,598,439,159,2019-10-06,2019-10-12,MALELANE GATE,10:00,10:59
