hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
06:00 - 06:59,,938,809,129,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,617,514,103,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,07:00,07:59
05:00 - 05:59,,844,744,100,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,05:00,05:59
08:00 - 08:59,,564,522,42,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,663,546,117,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,548,467,81,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,423,383,40,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,415,326,89,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,206,161,45,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,219,160,59,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,232,170,62,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,112,87,25,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,55,20,35,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,39,16,23,2019-12-08,2019-12-14,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,10,10,0,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,14,14,0,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,32,32,0,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,24,17,7,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,44,36,8,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,35,23,12,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,15,15,0,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,32,19,13,2019-12-08,2019-12-14,GIRIYONDO BORDER GATE,15:00,15:59
05:00 - 05:59,,330,328,2,2019-12-08,2019-12-14,KRUGER GATE,05:00,05:59
06:00 - 06:59,,401,391,10,2019-12-08,2019-12-14,KRUGER GATE,06:00,06:59
07:00 - 07:59,,304,283,21,2019-12-08,2019-12-14,KRUGER GATE,07:00,07:59
08:00 - 08:59,,469,433,36,2019-12-08,2019-12-14,KRUGER GATE,08:00,08:59
09:00 - 09:59,,431,408,23,2019-12-08,2019-12-14,KRUGER GATE,09:00,09:59
10:00 - 10:59,,418,382,36,2019-12-08,2019-12-14,KRUGER GATE,10:00,10:59
11:00 - 11:59,,467,409,58,2019-12-08,2019-12-14,KRUGER GATE,11:00,11:59
12:00 - 12:59,,359,308,51,2019-12-08,2019-12-14,KRUGER GATE,12:00,12:59
13:00 - 13:59,,277,218,59,2019-12-08,2019-12-14,KRUGER GATE,13:00,13:59
14:00 - 14:59,,226,168,58,2019-12-08,2019-12-14,KRUGER GATE,14:00,14:59
15:00 - 15:59,,157,102,55,2019-12-08,2019-12-14,KRUGER GATE,15:00,15:59
16:00 - 16:59,,158,88,70,2019-12-08,2019-12-14,KRUGER GATE,16:00,16:59
17:00 - 17:59,,116,54,62,2019-12-08,2019-12-14,KRUGER GATE,17:00,17:59
18:00 - 18:59,,38,13,25,2019-12-08,2019-12-14,KRUGER GATE,18:00,18:59
05:00 - 05:59,,413,208,205,2019-12-08,2019-12-14,MALELANE GATE,05:00,05:59
06:00 - 06:59,,494,307,187,2019-12-08,2019-12-14,MALELANE GATE,06:00,06:59
07:00 - 07:59,,332,255,77,2019-12-08,2019-12-14,MALELANE GATE,07:00,07:59
08:00 - 08:59,,439,299,140,2019-12-08,2019-12-14,MALELANE GATE,08:00,08:59
09:00 - 09:59,,438,266,172,2019-12-08,2019-12-14,MALELANE GATE,09:00,09:59
10:00 - 10:59,,516,319,197,2019-12-08,2019-12-14,MALELANE GATE,10:00,10:59
11:00 - 11:59,,439,278,161,2019-12-08,2019-12-14,MALELANE GATE,11:00,11:59
12:00 - 12:59,,406,269,137,2019-12-08,2019-12-14,MALELANE GATE,12:00,12:59
13:00 - 13:59,,274,139,135,2019-12-08,2019-12-14,MALELANE GATE,13:00,13:59
14:00 - 14:59,,293,124,169,2019-12-08,2019-12-14,MALELANE GATE,14:00,14:59
15:00 - 15:59,,176,86,90,2019-12-08,2019-12-14,MALELANE GATE,15:00,15:59
16:00 - 16:59,,145,49,96,2019-12-08,2019-12-14,MALELANE GATE,16:00,16:59
17:00 - 17:59,,88,26,62,2019-12-08,2019-12-14,MALELANE GATE,17:00,17:59
18:00 - 18:59,,25,0,25,2019-12-08,2019-12-14,MALELANE GATE,18:00,18:59
05:00 - 05:59,,728,710,18,2019-12-08,2019-12-14,NUMBI GATE,05:00,05:59
06:00 - 06:59,,474,440,34,2019-12-08,2019-12-14,NUMBI GATE,06:00,06:59
07:00 - 07:59,,192,182,10,2019-12-08,2019-12-14,NUMBI GATE,07:00,07:59
08:00 - 08:59,,196,188,8,2019-12-08,2019-12-14,NUMBI GATE,08:00,08:59
