hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
07:00 - 07:59,,641,595,46,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,07:00,07:59
11:00 - 11:59,,323,234,89,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,11:00,11:59
05:00 - 05:59,,1017,941,76,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,872,811,61,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,06:00,06:59
08:00 - 08:59,,471,430,41,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,546,451,95,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,441,327,114,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,10:00,10:59
12:00 - 12:59,,215,161,54,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,179,99,80,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,153,108,45,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,14:00,14:59
15:00 - 15:59,,148,86,62,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,15:00,15:59
16:00 - 16:59,,67,38,29,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,31,2,29,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,8,0,8,2020-03-01,2020-03-07,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,7,7,0,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,9,9,0,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,3,3,0,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,7,5,2,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,6,2,4,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,33,29,4,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,12,10,2,2020-03-01,2020-03-07,GIRIYONDO BORDER GATE,14:00,14:59
