hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
15:00 - 15:59,,307,255,52,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,15:00,15:59
05:00 - 05:59,,1278,1172,106,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1810,1589,221,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,1285,1148,137,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,1099,975,124,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,865,756,109,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,722,640,82,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,376,310,66,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,347,253,94,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,12:00,12:59
13:00 - 13:59,,205,117,88,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,13:00,13:59
14:00 - 14:59,,262,188,74,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,14:00,14:59
16:00 - 16:59,,278,233,45,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,37,25,12,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,17:00,17:59
18:00 - 18:59,,2,0,2,2019-03-17,2019-03-23,CROCODILE BRIDGE GATE,18:00,18:59
08:00 - 08:59,,2,2,0,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,10,10,0,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,19,19,0,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,34,28,6,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,15,9,6,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,14,14,0,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,12,12,0,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,14:00,14:59
15:00 - 15:59,,25,7,18,2019-03-17,2019-03-23,GIRIYONDO BORDER GATE,15:00,15:59
05:00 - 05:59,,544,532,12,2019-03-17,2019-03-23,KRUGER GATE,05:00,05:59
06:00 - 06:59,,512,506,6,2019-03-17,2019-03-23,KRUGER GATE,06:00,06:59
07:00 - 07:59,,449,411,38,2019-03-17,2019-03-23,KRUGER GATE,07:00,07:59
08:00 - 08:59,,490,458,32,2019-03-17,2019-03-23,KRUGER GATE,08:00,08:59
09:00 - 09:59,,507,439,68,2019-03-17,2019-03-23,KRUGER GATE,09:00,09:59
10:00 - 10:59,,517,482,35,2019-03-17,2019-03-23,KRUGER GATE,10:00,10:59
