hour,date,total,day,overnight,start_date,end_date,camp,start_time,end_time
13:00 - 13:59,,137,105,32,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,13:00,13:59
15:00 - 15:59,,169,118,51,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,15:00,15:59
05:00 - 05:59,,270,267,3,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,05:00,05:59
06:00 - 06:59,,1138,1042,96,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,06:00,06:59
07:00 - 07:59,,796,739,57,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,07:00,07:59
08:00 - 08:59,,717,670,47,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,08:00,08:59
09:00 - 09:59,,593,549,44,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,09:00,09:59
10:00 - 10:59,,353,297,56,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,10:00,10:59
11:00 - 11:59,,255,200,55,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,11:00,11:59
12:00 - 12:59,,212,153,59,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,12:00,12:59
14:00 - 14:59,,182,133,49,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,14:00,14:59
16:00 - 16:59,,26,12,14,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,16:00,16:59
17:00 - 17:59,,15,1,14,2019-05-19,2019-05-25,CROCODILE BRIDGE GATE,17:00,17:59
08:00 - 08:59,,21,21,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,08:00,08:59
09:00 - 09:59,,8,8,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,09:00,09:59
10:00 - 10:59,,21,15,6,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,10:00,10:59
11:00 - 11:59,,17,17,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,11:00,11:59
12:00 - 12:59,,12,12,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,12:00,12:59
13:00 - 13:59,,12,12,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,13:00,13:59
14:00 - 14:59,,8,8,0,2019-05-19,2019-05-25,GIRIYONDO BORDER GATE,14:00,14:59
05:00 - 05:59,,189,189,0,2019-05-19,2019-05-25,KRUGER GATE,05:00,05:59
06:00 - 06:59,,647,635,12,2019-05-19,2019-05-25,KRUGER GATE,06:00,06:59
07:00 - 07:59,,248,223,25,2019-05-19,2019-05-25,KRUGER GATE,07:00,07:59
08:00 - 08:59,,424,400,24,2019-05-19,2019-05-25,KRUGER GATE,08:00,08:59
09:00 - 09:59,,490,464,26,2019-05-19,2019-05-25,KRUGER GATE,09:00,09:59
10:00 - 10:59,,634,600,34,2019-05-19,2019-05-25,KRUGER GATE,10:00,10:59
11:00 - 11:59,,379,328,51,2019-05-19,2019-05-25,KRUGER GATE,11:00,11:59
12:00 - 12:59,,507,457,50,2019-05-19,2019-05-25,KRUGER GATE,12:00,12:59
13:00 - 13:59,,278,245,33,2019-05-19,2019-05-25,KRUGER GATE,13:00,13:59
14:00 - 14:59,,231,165,66,2019-05-19,2019-05-25,KRUGER GATE,14:00,14:59
15:00 - 15:59,,156,122,34,2019-05-19,2019-05-25,KRUGER GATE,15:00,15:59
16:00 - 16:59,,101,44,57,2019-05-19,2019-05-25,KRUGER GATE,16:00,16:59
17:00 - 17:59,,18,10,8,2019-05-19,2019-05-25,KRUGER GATE,17:00,17:59
05:00 - 05:59,,155,34,121,2019-05-19,2019-05-25,MALELANE GATE,05:00,05:59
06:00 - 06:59,,566,388,178,2019-05-19,2019-05-25,MALELANE GATE,06:00,06:59
07:00 - 07:59,,368,284,84,2019-05-19,2019-05-25,MALELANE GATE,07:00,07:59
08:00 - 08:59,,534,483,51,2019-05-19,2019-05-25,MALELANE GATE,08:00,08:59
09:00 - 09:59,,726,609,117,2019-05-19,2019-05-25,MALELANE GATE,09:00,09:59
10:00 - 10:59,,397,235,162,2019-05-19,2019-05-25,MALELANE GATE,10:00,10:59
11:00 - 11:59,,270,141,129,2019-05-19,2019-05-25,MALELANE GATE,11:00,11:59
12:00 - 12:59,,286,152,134,2019-05-19,2019-05-25,MALELANE GATE,12:00,12:59
13:00 - 13:59,,288,119,169,2019-05-19,2019-05-25,MALELANE GATE,13:00,13:59
14:00 - 14:59,,278,125,153,2019-05-19,2019-05-25,MALELANE GATE,14:00,14:59
15:00 - 15:59,,171,60,111,2019-05-19,2019-05-25,MALELANE GATE,15:00,15:59
